MP ID,MP Name,Region Id,GL Code,GL Name,Parent ASIN,ASIN,Review Id,Review Title,review_text,rating,Brand,Verbatim,Verbatim Score,Topic Id,L1 Topic,L2 Topic,L3 Topic,l4_defect,Polarity,Submission Date,Last Updated DateTime,Week Number
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,77330968091,DOA-only a useless ai bot available-phone line 4 support isnt in service...?,"1st one is DOA... support was non existent-a useless chatbot. no human available. The phone number listed on insta360's website is actually NOT IN SERVICE right now-during PST timezone work hours... got a not in service recording (3 times).  No human available. BOT wanted me to jump thru hoops filling out paperwork, going to a service center etc. Thank heavens for amazon-returning it (2 hours old lol) and have another replacing it on the way.<br /><br />I will update this if there is any change.  Oh, and good luck opting out of the bot email ""help""... no human available I guess... sigh.",1,,got a not in service recording (3 times),0.23,d27f88cd-bd3d-4371-babf-343bf6bd455a,product component related specs or functionalities,camera related,recording feature,not in service recording,negative,2025-07-14T21:21:58.000Z,2025-08-22T00:20:56.000Z,2025/7/12 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,77357122301,Great item,"The camera quality is excellent — super clear and sharp. It was easy to set up, works perfectly, and I’m very happy with it. Definitely worth the price!",5,,Definitely worth the price,1.0,01d3fac7-123a-4e7c-b302-507bfd61ff03,miscellaneous,customer preference,price,worth the price,positive,2025-07-16T02:33:52.000Z,2025-08-22T00:24:20.000Z,2025/7/12 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,77429577871,My new baby,"Excelente. Solo la use para probarla pero hasta los momentos todo muy bien. El seguimiento por ia es divertido , y la app para controlar desde el teléfono muy fácil.",5,,Excelente,0.59,87e54ee0-a00e-4d63-91b4-ca3453245e9e,miscellaneous,customer preference,customer satisfaction,customer satisfaction - generic,positive,2025-07-18T23:27:51.000Z,2025-08-21T06:42:25.000Z,2025/7/12 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,77469145771,Easy to use and amazing video quality!,Camera is great and amazing quality track functionality is great! Compatible with my Mac and looks great! Easy to setup!,5,,Easy to use,0.99,85f509cc-d3d9-400d-8432-47fed297f5e9,product component related specs or functionalities,usability,ease of use,ease of use - generic,positive,2025-07-21T00:12:30.000Z,2025-08-22T14:13:07.000Z,2025/7/19 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,77491444141,Good Camera,"I was genuinely impressed by how clear the camera was—it found and focused on me quickly right out of the box. Considering the price I paid, it was a solid performer. As someone new to cameras, I really appreciated how easy it was to use the included software. I even discovered I could set up a virtual greenscreen effect without needing any actual backdrop, which was a nice surprise. Great value for beginners!",5,,Good Camera,1.0,fa9905cb-e851-48db-9253-c1b15dbc4b02,product component related specs or functionalities,quality,camera quality,camera quality - generic,positive,2025-07-21T23:54:19.000Z,2025-08-22T15:40:54.000Z,2025/7/19 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,77491453161,Easy to set up and good video quality,I had no trouble installing the camera and the microphone works well.,5,,Easy to set up,1.0,35dc9991-7443-4b35-888b-715bfa656231,product component related specs or functionalities,assembly installation,assembly installation,easy to set up,positive,2025-07-21T23:51:51.000Z,2025-08-20T07:15:32.000Z,2025/7/19 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,77539600871,Hopefully you don't want to use any added features,"The camera itself *might* be decent, but the program used to set it up is unusable. It has ""features"" like Background and Makeup effects, but as soon as you try to use them, the camera blacks out. Then it doesn't want to turn back on even after you've tried to disable those features. Requires unplugging the camera and restarting the computer just to get it back online. Called customer service and they have no idea what to do - no suggestions or troubleshooting. Super disappointing because I would probably love this camera if it did what it was supposed to do.",1,,Called customer service and they have no idea what to do - no suggestions or troubleshooting,0.76,e049ae10-02db-407a-9e83-16211a1283c9,customer service,customer support,customer service,customer service - generic,negative,2025-07-23T22:31:45.000Z,2025-08-14T23:01:53.000Z,2025/7/19 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,77551797501,Increíble resolución 4k,"Quedé fascinada con la calidad de la imagen y la resolución, la quería por el seguimiento con IA y wowwwww es increíble, funciona perfecto y tiene muchas opciones de configuración para poner blurred el fondo o aumentarle el zoom",5,,Increíble resolución 4k,0.32,b6f22274-af81-4dc6-bddf-3dc55181c66e,design or make,display related,display resolution,good resolution,positive,2025-07-24T13:31:16.000Z,2025-08-21T23:26:43.000Z,2025/7/19 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,77555170431,The best webcam ever,Excellent 100%,5,,Excellent 100%,0.88,fc135dd0-d94c-4527-a9d9-5985f8a77b51,miscellaneous,customer preference,customer satisfaction,customer satisfaction - generic,positive,2025-07-24T14:42:48.000Z,2025-08-23T11:53:47.000Z,2025/7/19 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,77598696751,The perfect camera,"Great cámara with a the right price. Although the shipping process took some extra days, the camera arrived perfect. 100% recommended. I used in the night with low light and the quality of the image is amazing.",5,,100% recommended,0.83,d43df512-fa95-4d86-b358-d6a398481411,miscellaneous,customer preference,customer satisfaction,customer satisfaction - generic,positive,2025-07-26T18:47:12.000Z,2025-08-22T00:25:34.000Z,2025/7/26 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,77614153711,Amazing camera. Well worth the price!,Amazing webcam. Super clear picture with decent colors. The software is also amazing. It lets you choose various angles and other adjustments. It also lets you remotely control from your phone. Great camera and worth the price. I may have to buy another one for my home computer.,5,,Amazing camera,0.98,3e917d44-0067-40fa-b15b-35cb74bd5d97,product component related specs or functionalities,quality,camera quality,camera quality - generic,positive,2025-07-27T06:08:18.000Z,2025-08-21T23:50:01.000Z,2025/7/26 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,77631936111,Exceeds Expectations,I was surprised at how well this camera works. I was looking for a webcam for when I don’t have my laptop open and was hoping for something comparable to my MacBook webcam. This one works so much better and has so many ways to customize it for a more professional look.  It has exceeded my expectations and I look forward to using it more and more.,5,,Exceeds Expectations,0.72,e8c7f19d-4b84-4196-a1e5-c62c4ff45bb5,miscellaneous,catalog match,as advertised claimed,exactly as expected,positive,2025-07-28T01:25:16.000Z,2025-08-22T21:07:22.000Z,2025/7/26 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,77642855611,Game Streaming is Amazing!,Love the qaulity. The AI Tracking is very good! Perfect for Live streaming for games!,5,,Love the qaulity,0.83,a3227826-3eb1-44b1-bbf3-e1e6eee797e5,miscellaneous,customer preference,customer satisfaction,customer satisfaction - generic,positive,2025-07-28T17:36:37.000Z,2025-08-22T00:19:34.000Z,2025/7/26 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,77670531181,"Not actually the best quality, but the most versatile / foolproof.",Very versatile but looses out on quality to the obsbot. Its main advantage is it has the best focus.,4,,Not actually the best quality,0.97,4d650523-3f63-4ffe-9941-133bf42f8152,product component related specs or functionalities,quality,quality overall,quality overall - generic,negative,2025-07-29T20:47:10.000Z,2025-08-23T02:56:39.000Z,2025/7/26 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,77722388571,La mejor webcam que podes comprar,Nunca vi una web cam con tanta calidad. Increíble.,5,,Increíble,0.71,82c52aae-b9ac-423a-91f9-13aaf34acb5c,miscellaneous,customer preference,customer satisfaction,customer satisfaction - generic,positive,2025-08-01T01:22:18.000Z,2025-08-21T08:34:18.000Z,2025/7/26 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,77753757201,I hope I haven't wasted my time and money on this,"Disappointed — Feels Like a Beta Product, Not Ready for Prime Time<br /><br />I’ve had the Insta360 Link2 for about three weeks now, and unfortunately, I’m frustrated with the experience.<br /><br />I bought it primarily for the AI tracking feature — the idea of staying centered on video calls sounded great. After some research, the Link2 seemed like the best choice. But in practice, it falls short. For starters, I can’t use Microsoft Teams and the Link Controller app at the same time. This means I have no way to control the camera once I’m in a Teams call — a huge limitation.<br /><br />When I do have the Controller app open, I try to focus the camera on me, maybe even “train” the AI to recognize my face. But after about a minute, the AI gets distracted and starts tracking my wall clock instead. I've contacted support and hope they can help, but so far, the tracking has been unreliable at best. If this isn’t resolved, I’ll have to turn tracking off entirely and position the camera manually — which defeats the purpose of buying this model.<br /><br />The hand gesture controls are a neat idea, but they rarely work. I’ve uninstalled and reinstalled the software, updated everything (software and firmware), and still no luck.<br /><br />Occasionally, when I plug in the camera, the image appears flipped upside down. The only fix is manually toggling the Horizontal Correction tab.<br /><br />Bottom line: the Insta360 Link2 feels more like a beta release than a finished product. There’s potential here, but it’s not ready for dependable, everyday use — especially for professionals relying on consistent performance in video calls.",3,,sounded great,0.95,d74b320c-98df-4e8b-b3d6-92a0d40d6b50,product component related specs or functionalities,audio,audio quality,audio quality - generic,positive,2025-08-02T16:49:02.000Z,2025-08-21T23:25:44.000Z,2025/8/2 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,77805169481,super,super lo mejor,5,,super,0.83,76550c17-692e-441d-86d0-b9526fe80d0d,miscellaneous,customer preference,customer satisfaction,customer satisfaction - generic,positive,2025-08-04T19:51:07.000Z,2025-08-21T06:50:57.000Z,2025/8/2 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,77834250571,Sin palabras. Mejor 👍,Wow que bien cámara,5,,Wow que bien cámara,0.68,77b439ae-d504-41d9-ab5f-49fe9147979d,product component related specs or functionalities,quality,camera quality,camera quality - generic,positive,2025-08-05T19:24:31.000Z,2025-08-24T12:25:32.000Z,2025/8/2 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,77970307611,Muy contento con la compra,Excelente compra Calidad precio,5,,Muy contento con la compra.,0.41,cf4cc470-7344-462d-b885-d690b1845290,miscellaneous,customer preference,customer satisfaction,customer satisfaction - generic,positive,2025-08-11T21:25:29.000Z,2025-08-18T20:41:14.000Z,2025/8/9 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,78002794891,Great product,Great condition and quality!,5,,Great product,0.97,15d7df41-0344-4d0f-95c7-58e69545eb31,product component related specs or functionalities,quality,quality overall,quality overall - generic,positive,2025-08-13T04:13:59.000Z,2025-08-22T00:09:56.000Z,2025/8/9 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,78053925131,Excellent!,Outstanding webcam. Easy to install and to use. Bought two - one for work and one for home.,5,,Excellent,1.0,45db45f7-bf2d-4cd0-b9d6-3beddb58426f,miscellaneous,customer preference,customer satisfaction,customer satisfaction - generic,positive,2025-08-15T10:01:09.000Z,2025-08-21T23:26:35.000Z,2025/8/9 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,78079169831,Increíble!,"Cumplió altamente mis expectativas, es más, las superó. Sin embargo, la transferencia de datos es abismal, conviene conectarlo directamente a un usb-c de la PC sin pasar por un hub.",5,,Increíble,0.71,f876f64c-7b60-4d92-8d74-9aae27db1cfc,miscellaneous,customer preference,customer satisfaction,customer satisfaction - generic,positive,2025-08-16T18:18:09.000Z,2025-08-22T22:31:06.000Z,2025/8/16 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,78089959491,Not safe for live streaming,"I really wanted to love this. The picture quality is excellent. HOWEVER, the dongle to adjust the angle will freak out occasionally panning all the way up or down when you are just trying to adjust slightly. This is not only embarrassing but also DANGEROUS if you are live streaming. I wish it came with an actual remote instead of having to use my phone. It takes time to open my phone and ""reconnect"" before you are able to use it. This cameras glitches make it UNSAFE for live streaming.",1,,The picture quality is excellent,0.82,af9cdc1e-248e-415d-8832-e5a4533db654,product component related specs or functionalities,image,image or picture clarity,good picture quality,positive,2025-08-17T03:10:52.000Z,2025-08-21T04:08:43.000Z,2025/8/16 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,78120613621,¡Tecnología del futuro en tu escritorio - IA que te sigue!,"Esta cámara web Insta360 Link 2 es absolutamente impresionante. La calidad 4K es cristalina y el seguimiento con IA funciona de manera increíble - me sigue perfectamente durante las videollamadas. El sensor de 1/2 pulgada captura colores vibrantes y el HDR hace que todo se vea profesional. El micrófono con cancelación de ruido AI es una característica sobresaliente - el audio es limpio y claro. El control de gestos es innovador y muy útil para transmisiones. La función PTZ es suave y precisa. Para trabajo remoto, gaming y streaming es simplemente perfecta. Una inversión que vale completamente la pena. ¡Muy recomendada!",5,,Muy recomendada,0.81,d579e4ba-2625-4fe6-b35d-e82738ead5b9,miscellaneous,customer preference,customer satisfaction,customer satisfaction - generic,positive,2025-08-18T17:44:04.000Z,2025-08-20T10:31:20.000Z,2025/8/16 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,78138043771,FINALLY a webcamera that is worth buying,"FINALLY. A webcam that is (almost) what we are looking for. Every other webcam I purchased I sent back because they all suffer the same problems. Absudly wide angle of view, poor picture quaality, digital (only) zoom. Why can't we have a quality camera for a webcam? This camera however is close to what we need and vertainly good enough. It is 4k with digital zoom but this time, cropping the image in (to counter the unnecessary wide angle) does NOT make the picture blurry. The colors from the sensor are good. The AI works (although unnecessary). Finally a webcamera that is worth buying. Finally!",5,,poor picture quaality,0.37,941f048f-bd24-40b8-a6b1-113a918b3bfd,product component related specs or functionalities,image,image or picture clarity,bad quality picture,negative,2025-08-19T14:27:32.000Z,2025-08-21T07:38:16.000Z,2025/8/16 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,78161207601,¡Excelente la calidad!,"Sumamente satisfecho, cumple con mis expectativas, el sensor de seguimiento con IA es muy preciso, el autoenfoque es rápido y eficaz. Algo que aclarar es que no esperen la calidad de video de una cámara profesional, tiene una buena calidad, pero al final es una webcam. Si quieren grabar videos o hacer stream y verse como los grandes, lo mejor es adquirir una cámara profesional, pero para iniciar y para crear contenido está cámara es la ideal.",5,,Excelente la calidad,0.36,0ab12773-5dae-4388-99d7-90d141dea1e2,product component related specs or functionalities,quality,quality overall,quality overall - generic,positive,2025-08-20T15:49:04.000Z,2025-08-22T09:14:50.000Z,2025/8/16 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,78174231331,Worth it,"[[VIDEOID:fc97a7303943efa83e3a4791ec913161]] It’s great, with the AI trace feature. Quality is very good",5,,Worth it,1.0,cafdc259-aac1-43c3-a6ce-797362caa1a2,miscellaneous,customer preference,price,worth the price,positive,2025-08-21T01:43:40.000Z,2025-08-23T05:38:03.000Z,2025/8/16 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,78192843961,Satisfecho con la cámara,"Muy buena cámara, cero problemas",5,,Satisfecho con la cámara,0.32,f39cecd7-3fa1-47d6-876b-ef5b6ff99926,miscellaneous,customer preference,customer satisfaction,happy with camera,positive,2025-08-21T23:04:15.000Z,2025-08-23T17:12:48.000Z,2025/8/16 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTH3HX8,78208952421,Don't buy for full price... 1 wk later it was 50 bucks off on another site,one week after I purchased this camera on Amazon it went on sale at sweetwater dot com for 50 dollars less. While I like the camera I can't help but feel ripped off.,2,,Don't buy for full price,0.67,e1abc8b0-a64b-4f76-a0b6-c5821ca498af,miscellaneous,customer preference,price,price - generic,negative,2025-08-22T20:49:45.000Z,2025-08-24T08:56:41.000Z,2025/8/16 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTJLMYN,77358904741,Fraudulent seller - please be aware - Product never received,Never received the product from the seller. This is fraudulent seller please be aware before buying,1,,Never received the product from the seller,0.95,13c51e08-4cfa-4f41-9464-6f1421182126,shipment package and delivery,shipment delivery status,undelivered,never received by seller,negative,2025-07-16T03:03:44.000Z,2025-07-17T15:09:31.000Z,2025/7/12 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTJLMYN,77547655671,Gift for tech guy,Wonderful gift! Recipient is very happy with it!,5,,Wonderful gift,0.67,cc99a800-fc7e-4c01-9fcb-f35cabbfaf24,miscellaneous,customer preference,gifting purpose,good gift,positive,2025-08-10T20:42:01.000Z,2025-08-22T00:55:04.000Z,2025/8/9 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTJLMYN,77647879021,Excelente calidad,[[VIDEOID:3a1c03a12dd22742eb81c4cbe6a3725d]] Excelente calidad,5,,Excelente calidad,0.37,d97c3673-af6c-439e-bef1-5af7e0852e3e,product component related specs or functionalities,quality,quality overall,quality overall - generic,positive,2025-07-28T21:01:19.000Z,2025-08-01T13:01:48.000Z,2025/7/26 00:00
1,1 - US,1,147,gl_pc,B0DHQHZ1BS,B0DDTJLMYN,78186023041,La calidad del producto.,"El producto llegó en excelentes condiciones, lo volvería a comprar.",5,,lo volvería a comprar,0.44,949482ec-2d30-449c-91a6-6aabf248a5e6,miscellaneous,customer preference,customer satisfaction,customer satisfaction - generic,positive,2025-08-21T17:48:56.000Z,2025-08-23T11:08:46.000Z,2025/8/16 00:00
1,1 - US,1,421,gl_camera,B0DY1PP7XG,B0DNK381B3,77581457271,Don't expect iPhone image quality.,"While this camera seems to be ok so far and is FAR superior to the HyperX Vision S, the image quality is middling.<br /><br />Pros:<br />*The autofocus speed is decent. It will take longer than you expect to focus on another object.<br /><br />*USB C connectivity is there and you're not limited to a permanent cord.<br /><br />*There is a shutter cover.<br /><br />*No issues with Teams or WebEx (though you are limited to 1080p).<br /><br />Cons:<br />It heats up quickly. Heat kills. In a small package without vents or heatsinks, it will degrade the components in short order. I'd recommend an extended warranty.<br /><br />The magnetic connection to its mount is not useful to me, as I use it connected to a tripod or solid mount and the possibility of it detaching and falling to the floor is high.<br /><br />The microphone sound quality is poor, but I use an external microphone for most things.<br /><br />My use case is 50% meetings and 50% recording a monitor / display that I am working on. The image quality when it's pointed at a screen is poor, no matter how far away or how well lit the area.<br /><br />If you just need a new webcam, it seems ok for $100. Above that, I'd consider other, newer options, as image quality might have improved.",3,,Cons:,0.96,387d69c9-b7b6-4473-b407-0cd641fb61ae,miscellaneous,customer preference,customer satisfaction,customer satisfaction - generic,negative,2025-07-25T19:24:49.000Z,2025-08-24T08:29:31.000Z,2025/7/19 00:00
